seed,allocation,speed,health,hunting,elements,farming,gathering,years,peak_population,final_population,tech_tier,end_state,dominant_temperament,buildings,wars,food,wood,stone,knowledge,wealth,influence,unrest,produced_food,consumed_food,spoiled_food,produced_wood,consumed_wood,births,deaths,combat_deaths,raids,trades,elections,coups,rivals_alive,trait_points_spent,techs_chosen
24757,solo-farming,4,4,4,4,8,4,96,3029,3028,6,ASCENSION,PASSIVE,286,101,358204,260387,271442,3,1042200,80877,0.000,62237893,23622968,38258590,300572,40185,3697,724,80,53,2129,24,0,4,19,6
24757,solo-gathering,4,4,4,4,4,8,0,55,0,0,COLLAPSE,NONE,0,0,0,0,156,5,8,36,0.000,16241,18111,0,0,0,0,55,0,0,7,0,0,4,10,0
24757,duo-speed+health,8,8,3,3,3,3,28,55,0,0,CONQUEST,AMBITIOUS,0,7,162,5,496,9,1407,1088,0.627,45603,44933,2376,330,325,1,56,11,10,757,7,1,4,12,0
24757,duo-speed+hunting,8,3,8,3,3,3,1,56,0,0,COLLAPSE,AMBITIOUS,0,0,0,101,485,8,23,38,0.000,18321,20191,0,146,45,1,56,0,0,11,1,0,4,10,0
24757,duo-speed+elements,8,3,3,8,3,3,1,57,0,0,COLLAPSE,AMBITIOUS,0,0,0,2,398,6,8,70,0.129,17973,19843,0,62,60,3,58,0,0,34,1,0,4,10,0
24757,duo-speed+farming,8,3,3,3,8,3,105,2387,2387,6,ASCENSION,ZEALOT,211,88,476509,273746,274876,0,758940,45171,0.000,50897962,20084597,30338726,304951,31205,3135,803,129,33,3093,27,0,4,20,6
24757,duo-speed+gathering,8,3,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,0,603,5,5,32,0.000,14674,16544,0,0,0,0,55,0,0,10,0,0,4,10,0
24757,duo-health+hunting,3,8,8,3,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,76,135,4,3,34,0.000,12111,13981,0,76,0,0,55,0,0,5,0,0,4,10,0
24757,duo-health+elements,3,8,3,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,55,137,4,8,33,0.000,11437,13307,0,55,0,0,55,0,0,8,0,0,4,10,0
24757,duo-health+farming,3,8,3,3,8,3,114,5413,5413,6,ASCENSION,PRAGMATIC,373,139,802592,411162,422690,7,2142786,86195,0.000,85546922,36572876,48173322,453827,42665,6932,1574,696,56,1912,29,0,4,21,6
24757,duo-health+gathering,3,8,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,79,200,3,8,31,0.000,9813,11683,0,79,0,0,55,0,0,8,0,0,4,10,0
24757,duo-hunting+elements,3,3,8,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,161,86,3,8,29,0.000,11803,13673,0,161,0,0,55,0,0,3,0,0,4,10,0
24757,duo-hunting+farming,3,3,8,3,8,3,110,3109,3109,6,ASCENSION,PASSIVE,241,129,369578,453841,345695,4,778808,70946,0.000,87348264,35158066,51822488,490831,36990,3945,891,527,21,2373,28,0,4,21,6
24757,duo-hunting+gathering,3,3,8,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,232,111,2,6,25,0.000,10160,12030,0,232,0,0,55,0,0,4,0,0,4,10,0
24757,duo-elements+farming,3,3,3,8,8,3,129,5234,5234,6,ASCENSION,PRAGMATIC,227,175,764046,595523,534971,15,5327481,72539,0.000,93169135,38702026,53704932,622208,26685,6648,1469,1029,53,2099,33,0,4,22,6
24757,duo-elements+gathering,3,3,3,8,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,182,98,2,5,21,0.000,8084,9954,0,182,0,0,55,0,0,4,0,0,4,10,0
24757,duo-farming+gathering,3,3,3,3,8,8,107,2993,2993,6,ASCENSION,ZEALOT,403,144,339884,440474,439205,0,2082120,78334,0.000,56337696,23655266,32344416,484439,43965,4056,1118,622,35,1565,27,0,4,20,6
32676,naive-even,5,5,5,5,4,4,89,2340,2340,6,ASCENSION,ZEALOT,298,31,309276,354115,384419,1,77348,43637,0.000,43348292,23551139,19489746,392625,38510,2744,459,182,4,1967,23,0,3,18,6
32676,farmer,3,4,3,4,8,3,101,2306,2306,6,ASCENSION,PRAGMATIC,266,45,363273,300403,293089,6,15236,89692,0.000,58781930,27686992,30733535,338518,38115,2992,741,444,23,1850,26,0,3,17,6
32676,farm+elements,3,4,3,6,6,3,93,3863,3863,6,ASCENSION,PRAGMATIC,355,2,556849,499761,507024,1,24343,86239,0.000,88106529,40782988,46768561,545436,45675,4440,632,43,4,2904,24,0,3,16,6
32676,hardy,3,8,3,5,4,3,1,60,0,0,COLLAPSE,AMBITIOUS,0,0,0,23,268,6,62,57,0.019,22630,24500,0,128,105,6,61,0,0,10,1,0,3,8,0
32676,swift,8,4,3,3,5,3,101,3042,3042,6,ASCENSION,ZEALOT,296,1,398496,475438,473704,1,43244,66114,0.000,59945759,34336378,25212754,511783,36345,3689,702,17,1,3217,26,0,3,18,6
32676,hunter,5,4,8,3,3,3,1,56,0,0,COLLAPSE,PASSIVE,0,0,0,358,201,6,1,43,0.023,19505,21375,0,408,50,2,57,0,0,10,1,0,4,8,0
32676,warlike,4,3,7,3,6,3,96,2142,2142,6,ASCENSION,ZEALOT,288,33,319084,366049,376266,1,106116,46143,0.000,60599703,27588810,32693679,401304,35255,2611,524,95,7,2107,24,0,3,17,6
32676,scholar-ish,7,5,3,3,5,3,88,1859,1858,6,ASCENSION,ZEALOT,317,45,285122,292217,311098,1,55604,60424,0.000,42588213,18143519,24161441,337477,45260,2300,497,150,7,1180,22,0,3,16,6
32676,weathered,3,4,3,8,5,3,3,74,0,0,COLLAPSE,PRAGMATIC,2,0,0,147,320,10,0,122,0.020,60996,62866,0,652,505,19,74,0,0,27,1,0,3,8,0
32676,bad,8,3,3,3,1,3,0,55,0,0,COLLAPSE,NONE,0,0,0,165,0,2,9,18,0.000,6740,8610,0,165,0,0,55,0,0,0,0,0,4,3,0
32676,pure-speed,8,4,3,3,4,3,37,61,0,0,CONQUEST,PASSIVE,0,4,199,1,201,8,837,1441,0.000,112207,96285,17593,401,400,7,62,1,4,723,10,0,3,10,0
32676,pure-health,3,8,3,4,4,3,1,61,0,0,COLLAPSE,PRAGMATIC,1,0,0,368,0,6,52,55,0.008,22490,24360,0,413,45,6,61,0,0,10,1,0,3,7,0
32676,pure-hunting,3,4,8,3,4,3,1,57,0,0,COLLAPSE,ZEALOT,0,0,0,190,211,5,29,62,0.019,29957,31827,0,335,145,3,58,0,0,14,1,0,3,7,0
32676,pure-elements,3,4,3,8,4,3,1,56,0,0,COLLAPSE,ZEALOT,0,0,0,199,158,4,12,45,0.013,19944,21814,0,249,50,1,56,0,0,8,1,0,4,7,0
32676,pure-farming,3,4,3,4,8,3,101,2306,2306,6,ASCENSION,PRAGMATIC,266,45,363273,300403,293089,6,15236,89692,0.000,58781930,27686992,30733535,338518,38115,2992,741,444,23,1850,26,0,3,17,6
32676,pure-gathering,3,4,3,3,4,8,0,55,0,0,COLLAPSE,NONE,0,0,0,268,265,3,0,34,0.000,14860,16730,0,268,0,0,55,0,0,4,0,0,4,7,0
32676,farm+gathering,3,4,3,3,6,6,92,2326,2326,6,ASCENSION,PASSIVE,353,2,288610,367386,386157,1,89360,62935,0.000,61954784,28666536,33001508,411826,44440,2956,685,111,2,2196,23,0,3,16,6
32676,solo-speed,8,4,4,4,4,4,13,144,0,0,COLLAPSE,ZEALOT,49,1,0,1082,1528,277,0,577,0.016,384706,383035,3540,4107,3025,93,148,0,5,177,4,0,2,11,0
32676,solo-health,4,8,4,4,4,4,10,128,0,0,CONQUEST,PRAGMATIC,27,1,0,1329,696,29,260,404,0.022,224467,226337,0,3404,2075,81,136,3,2,77,3,0,2,11,0
32676,solo-hunting,4,4,8,4,4,4,104,2781,2781,6,ASCENSION,PRAGMATIC,314,75,309768,278159,271019,0,4943150,68685,0.000,37285580,19517367,17460313,317809,39650,3373,647,43,25,1348,26,0,3,20,6
32676,solo-elements,4,4,4,8,4,4,100,3824,3824,6,ASCENSION,PASSIVE,405,71,473910,412967,368247,1,111288,92412,0.000,45074732,28532016,16070675,455717,42750,4599,830,235,19,1257,25,0,3,20,6
32676,solo-farming,4,4,4,4,8,4,112,5002,5002,6,ASCENSION,PASSIVE,340,66,757902,466773,514963,1,90633,73664,0.000,94249503,38342407,55151062,506693,39920,6084,1137,60,11,1549,28,0,3,21,6
32676,solo-gathering,4,4,4,4,4,8,1,55,0,0,COLLAPSE,PASSIVE,0,0,0,563,0,5,26,41,0.008,19163,21033,0,608,45,1,56,0,0,9,1,0,4,10,0
32676,duo-speed+health,8,8,3,3,3,3,1,57,0,0,COLLAPSE,AMBITIOUS,0,0,0,394,0,9,43,42,0.016,17000,18870,0,419,25,2,57,0,0,8,1,0,4,10,0
32676,duo-speed+hunting,8,3,8,3,3,3,112,3676,3676,6,ASCENSION,AMBITIOUS,262,34,500946,490734,464412,4,44368,55373,0.000,62895495,35663341,26733077,526489,35755,4423,802,54,8,2933,28,0,3,21,6
32676,duo-speed+elements,8,3,3,8,3,3,1,57,0,0,COLLAPSE,PASSIVE,0,0,0,351,175,6,40,41,0.010,18605,20475,0,411,60,2,57,0,0,8,1,0,4,10,0
32676,duo-speed+farming,8,3,3,3,8,3,130,2902,2902,6,ASCENSION,PRAGMATIC,248,105,837739,328291,462785,13,803399,62867,0.000,67152242,25035887,41280485,359216,30925,4047,1200,305,33,1357,33,0,3,23,6
32676,duo-speed+gathering,8,3,3,3,3,8,0,56,0,0,COLLAPSE,NONE,0,0,0,689,0,5,29,36,0.000,15584,17454,0,689,0,1,56,0,0,4,0,0,4,10,0
32676,duo-health+hunting,3,8,8,3,3,3,1,57,0,0,COLLAPSE,ZEALOT,0,0,0,307,0,5,24,39,0.008,15421,17291,0,352,45,2,57,0,0,8,1,0,4,10,0
32676,duo-health+elements,3,8,3,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,276,0,4,31,36,0.000,12789,14659,0,276,0,0,55,0,0,3,0,0,4,10,0
32676,duo-health+farming,3,8,3,3,8,3,80,2368,2368,6,ASCENSION,PASSIVE,428,1,333923,235020,253696,2,63995,74661,0.000,53054394,20307316,32415025,291630,56610,2753,440,0,1,1223,20,0,2,18,6
32676,duo-health+gathering,3,8,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,386,0,3,25,31,0.000,11173,13043,0,386,0,0,55,0,0,3,0,0,4,10,0
32676,duo-hunting+elements,3,3,8,8,3,3,1,55,0,0,COLLAPSE,NONE,0,0,0,184,149,3,3,39,0.000,16530,18400,0,184,0,1,56,0,0,8,0,0,4,10,0
32676,duo-hunting+farming,3,3,8,3,8,3,126,4138,4138,6,ASCENSION,PASSIVE,288,71,495172,486271,455922,15,10811504,87742,0.000,89626034,33396689,55736042,518651,32380,5992,1909,819,22,2182,32,0,3,22,6
32676,duo-hunting+gathering,3,3,8,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,213,254,3,18,32,0.000,14493,16363,0,213,0,0,55,0,0,3,0,0,4,10,0
32676,duo-elements+farming,3,3,3,8,8,3,95,3589,3589,6,ASCENSION,PASSIVE,462,31,618915,411033,376506,2,2519496,110479,0.000,79951834,33013314,46321474,474283,63250,4064,530,175,8,974,24,0,2,19,6
32676,duo-elements+gathering,3,3,3,8,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,119,189,2,9,25,0.000,10118,11988,0,119,0,0,55,0,0,0,0,0,4,10,0
32676,duo-farming+gathering,3,3,3,3,8,8,108,3450,3447,6,ASCENSION,ZEALOT,317,78,363075,490828,485748,2,1722333,101931,0.000,55971150,26382054,29227889,531968,41140,4638,1246,327,12,1254,27,0,3,20,6
40595,naive-even,5,5,5,5,4,4,197,109,0,0,CONQUEST,ZEALOT,9,2,918,2686,20062,234,77335,7701,0.323,1998496,907930,1091517,9031,6345,85,140,0,2,548,50,0,1,29,0
40595,farmer,3,4,3,4,8,3,114,3483,3483,6,ASCENSION,ZEALOT,341,4,490614,491847,483210,0,38881,122864,0.000,76365954,38496982,37380227,532922,41075,4283,855,54,9,1514,29,0,2,18,6
40595,farm+elements,3,4,3,6,6,3,94,3074,3074,6,ASCENSION,ZEALOT,358,11,439533,379747,350529,11,144452,73333,0.000,64173543,29278192,34457688,429092,49345,3581,562,34,7,1365,24,0,2,16,6
40595,hardy,3,8,3,5,4,3,1,60,0,0,COLLAPSE,PASSIVE,1,0,0,424,142,6,22,58,0.022,22733,24603,0,579,155,7,62,0,0,13,1,0,4,8,0
40595,swift,8,4,3,3,5,3,92,2016,2016,6,ASCENSION,PASSIVE,363,7,224166,317910,288861,4,85445,86998,0.000,33852662,18217559,15412807,366940,49030,2446,485,76,7,1035,23,0,2,17,6
40595,hunter,5,4,8,3,3,3,0,56,0,0,COLLAPSE,NONE,0,0,0,533,0,4,13,36,0.000,16092,17962,0,533,0,2,57,0,0,8,0,0,4,8,0
40595,warlike,4,3,7,3,6,3,96,2229,2229,6,ASCENSION,AMBITIOUS,514,0,348678,255148,259233,3,28064,118437,0.000,47312800,20846124,26119867,329198,74050,2697,523,0,0,499,24,0,1,17,6
40595,scholar-ish,7,5,3,3,5,3,91,1366,1366,6,ASCENSION,AMBITIOUS,348,8,168868,207419,208312,6,14901,116488,0.000,25007884,14152576,10688308,252534,45115,1723,412,17,21,940,23,0,2,17,6
40595,weathered,3,4,3,8,5,3,3,69,0,0,COLLAPSE,PASSIVE,2,0,0,295,476,6,0,123,0.018,60377,62247,0,795,500,16,71,0,0,11,1,0,2,8,0
40595,bad,8,3,3,3,1,3,0,55,0,0,COLLAPSE,NONE,0,0,0,253,0,2,9,19,0.000,7095,8965,0,253,0,0,55,0,0,0,0,0,4,3,0
40595,pure-speed,8,4,3,3,4,3,106,2094,2094,6,ASCENSION,AMBITIOUS,313,13,190607,307998,394343,7,96079,94769,0.000,33254287,20987075,12078475,353428,45430,2608,569,0,2,1539,27,0,2,17,6
40595,pure-health,3,8,3,4,4,3,1,59,0,0,COLLAPSE,ZEALOT,1,0,0,605,0,5,63,53,0.008,21439,23309,0,655,50,5,60,0,0,11,1,0,4,7,0
40595,pure-hunting,3,4,8,3,4,3,1,60,0,0,COLLAPSE,PRAGMATIC,1,0,0,318,142,5,21,59,0.017,28894,30764,0,488,170,5,60,0,0,18,1,0,4,7,0
40595,pure-elements,3,4,3,8,4,3,1,55,0,0,COLLAPSE,PASSIVE,0,0,0,398,119,4,44,47,0.012,20199,22069,0,448,50,3,58,0,0,8,1,0,4,7,0
40595,pure-farming,3,4,3,4,8,3,114,3483,3483,6,ASCENSION,ZEALOT,341,4,490614,491847,483210,0,38881,122864,0.000,76365954,38496982,37380227,532922,41075,4283,855,54,9,1514,29,0,2,18,6
40595,pure-gathering,3,4,3,3,4,8,0,56,0,0,COLLAPSE,NONE,0,0,0,622,133,3,1,35,0.000,15264,17134,0,622,0,2,57,0,0,8,0,0,4,7,0
40595,farm+gathering,3,4,3,3,6,6,108,2741,2741,6,ASCENSION,AMBITIOUS,511,1,322266,427436,411142,9,179514,151164,0.000,61425072,25670833,35433842,489551,62115,3382,696,1,7,482,27,0,1,17,6
40595,solo-speed,8,4,4,4,4,4,99,2010,2010,6,ASCENSION,PASSIVE,369,6,335135,348073,365829,6,150567,65007,0.000,43533794,21763293,21437235,397773,49700,2370,415,19,4,1307,25,0,2,19,6
40595,solo-health,4,8,4,4,4,4,5,80,0,0,COLLAPSE,PASSIVE,6,0,0,361,930,72,0,197,0.014,90512,92382,0,1306,945,30,85,0,1,24,2,0,2,10,0
40595,solo-hunting,4,4,8,4,4,4,95,2786,2786,6,ASCENSION,PASSIVE,552,1,406889,360469,365333,3,31909,145180,0.000,42133218,22919294,18808904,436094,75625,3257,526,0,2,1148,24,0,2,19,6
40595,solo-elements,4,4,4,8,4,4,22,57,0,0,COLLAPSE,ZEALOT,1,0,396,13,9,9,652,866,0.207,50323,44878,6918,818,805,3,58,0,0,142,6,0,2,12,0
40595,solo-farming,4,4,4,4,8,4,75,1598,1597,6,ASCENSION,PASSIVE,514,0,249470,173603,153398,2,59018,56770,0.000,39621940,14686943,24687395,238788,65185,1843,301,0,0,1128,19,0,1,17,6
40595,solo-gathering,4,4,4,4,4,8,1,55,0,0,COLLAPSE,ZEALOT,1,0,0,971,164,7,23,49,0.044,23395,25265,0,1076,105,1,56,0,0,9,1,0,4,10,0
40595,duo-speed+health,8,8,3,3,3,3,81,2037,2037,6,ASCENSION,PRAGMATIC,433,6,232939,257742,251457,3,45012,70539,0.000,29544642,15133843,14179729,315227,57485,2373,391,122,9,1975,21,0,3,18,6
40595,duo-speed+hunting,8,3,8,3,3,3,102,2291,2291,6,ASCENSION,PASSIVE,387,18,287402,395854,407929,0,69161,79290,0.000,48194739,23698340,24210866,441274,45420,2781,545,0,19,997,26,0,2,20,6
40595,duo-speed+elements,8,3,3,8,3,3,91,2659,2659,6,ASCENSION,AMBITIOUS,396,23,309367,247460,255603,3,68690,95292,0.000,32000196,19982383,11710315,305820,58360,2975,371,37,9,855,23,0,2,19,6
40595,duo-speed+farming,8,3,3,3,8,3,86,1663,1663,6,ASCENSION,PRAGMATIC,489,0,267518,229188,215891,4,76369,75211,0.000,43492583,16282643,26944291,301908,72720,1961,353,0,4,471,22,0,1,18,6
40595,duo-speed+gathering,8,3,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,1011,179,6,13,35,0.000,16311,18181,0,1011,0,0,55,0,0,4,0,0,4,10,0
40595,duo-health+hunting,3,8,8,3,3,3,1,57,0,0,COLLAPSE,PRAGMATIC,0,0,0,507,0,5,19,38,0.000,14692,16562,0,557,50,2,57,0,0,8,1,0,4,10,0
40595,duo-health+elements,3,8,3,8,3,3,0,56,0,0,COLLAPSE,NONE,0,0,0,494,0,4,6,37,0.000,12983,14853,0,494,0,1,56,0,0,8,0,0,4,10,0
40595,duo-health+farming,3,8,3,3,8,3,96,3980,3980,6,ASCENSION,AMBITIOUS,435,13,602681,451832,444653,4,591995,135953,0.000,89946487,36522803,52822872,498907,47075,4725,800,14,6,1530,24,0,2,19,6
40595,duo-health+gathering,3,8,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,703,0,3,4,32,0.000,11169,13039,0,703,0,0,55,0,0,7,0,0,4,10,0
40595,duo-hunting+elements,3,3,8,8,3,3,1,57,0,0,COLLAPSE,PASSIVE,0,0,0,314,67,3,4,40,0.005,16913,18783,0,374,60,3,58,0,0,7,1,0,4,10,0
40595,duo-hunting+farming,3,3,8,3,8,3,89,1968,1968,6,ASCENSION,PASSIVE,373,2,337917,215357,231720,0,103000,63803,0.000,54241389,21537093,32368247,266852,51495,2434,521,101,15,1162,23,1,2,18,6
40595,duo-hunting+gathering,3,3,8,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,589,0,3,11,32,0.000,14215,16085,0,589,0,1,56,0,0,7,0,0,4,10,0
40595,duo-elements+farming,3,3,3,8,8,3,93,3160,3160,6,ASCENSION,AMBITIOUS,399,5,582371,359318,396462,0,93683,80720,0.000,80481817,31053379,48847936,414213,54895,3549,444,41,8,1274,24,0,2,19,6
40595,duo-elements+gathering,3,3,3,8,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,438,27,2,10,26,0.000,10381,12251,0,438,0,0,55,0,0,3,0,0,4,10,0
40595,duo-farming+gathering,3,3,3,3,8,8,96,2314,2314,6,ASCENSION,AMBITIOUS,524,1,409538,498091,472230,4,56564,112446,0.000,63633951,23654980,39571303,564026,65935,2820,561,0,1,950,24,0,2,19,6
48514,naive-even,5,5,5,5,4,4,1,56,0,0,COLLAPSE,ZEALOT,1,0,0,162,568,8,43,55,0.019,24704,26574,0,282,120,2,57,0,0,14,1,0,4,10,0
48514,farmer,3,4,3,4,8,3,96,2493,2492,6,ASCENSION,ZEALOT,524,16,375226,298080,325137,6,90489,148780,0.000,68430162,25506251,42550554,367860,69780,3127,690,2,20,1447,24,0,1,16,6
48514,farm+elements,3,4,3,6,6,3,95,2220,2220,6,ASCENSION,ZEALOT,430,58,307281,281685,267990,0,21691,112217,0.000,41298728,22681221,18312095,341355,59670,2834,669,609,29,960,24,0,3,16,6
48514,hardy,3,8,3,5,4,3,1,55,0,0,COLLAPSE,AMBITIOUS,0,0,0,126,331,5,31,56,0.008,17646,19516,0,236,110,4,59,0,0,12,1,0,4,8,0
48514,swift,8,4,3,3,5,3,3,67,0,0,CONQUEST,PASSIVE,15,2,0,221,814,18,342,122,0.014,62794,64451,213,756,535,15,70,0,3,27,1,0,3,8,0
48514,hunter,5,4,8,3,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,416,0,3,24,33,0.000,14528,16398,0,416,0,0,55,0,0,3,0,0,4,8,0
48514,warlike,4,3,7,3,6,3,94,2098,2098,6,ASCENSION,PRAGMATIC,570,31,332259,288315,314219,5,890937,99318,0.000,44398046,14879852,29187804,359320,71005,2553,510,11,20,448,24,0,2,17,6
48514,scholar-ish,7,5,3,3,5,3,6,91,0,0,COLLAPSE,PASSIVE,30,2,0,632,1592,17,285,274,0.016,158824,156066,4627,1997,1365,42,97,0,4,89,2,0,3,8,0
48514,weathered,3,4,3,8,5,3,2,68,0,0,CONQUEST,AMBITIOUS,4,0,0,483,61,12,47,100,0.027,49723,51593,0,783,300,14,69,0,2,33,1,0,4,8,0
48514,bad,8,3,3,3,1,3,0,55,0,0,COLLAPSE,NONE,0,0,0,187,0,1,5,16,0.000,5617,7487,0,187,0,0,55,0,0,0,0,0,4,3,0
48514,pure-speed,8,4,3,3,4,3,1,58,0,0,COLLAPSE,AMBITIOUS,1,0,0,227,452,10,53,61,0.023,29302,31172,0,407,180,6,61,0,0,21,1,0,4,7,0
48514,pure-health,3,8,3,4,4,3,1,55,0,0,COLLAPSE,PASSIVE,0,0,0,147,275,4,31,38,0.004,14283,16153,0,212,65,0,55,0,0,4,1,0,4,7,0
48514,pure-hunting,3,4,8,3,4,3,0,56,0,0,COLLAPSE,NONE,0,0,0,439,0,3,26,36,0.000,16343,18213,0,439,0,1,56,0,0,0,0,0,4,7,0
48514,pure-elements,3,4,3,8,4,3,1,58,0,0,COLLAPSE,ZEALOT,0,0,0,404,0,3,15,41,0.015,17112,18982,0,424,20,3,58,0,0,4,1,0,4,7,0
48514,pure-farming,3,4,3,4,8,3,96,2493,2492,6,ASCENSION,ZEALOT,524,16,375226,298080,325137,6,90489,148780,0.000,68430162,25506251,42550554,367860,69780,3127,690,2,20,1447,24,0,1,16,6
48514,pure-gathering,3,4,3,3,4,8,0,55,0,0,COLLAPSE,NONE,0,0,0,571,0,2,9,33,0.000,13523,15393,0,571,0,1,56,0,0,3,0,0,4,7,0
48514,farm+gathering,3,4,3,3,6,6,97,2727,2727,6,ASCENSION,ZEALOT,633,18,372305,377077,385426,14,257131,114631,0.000,50941626,22497663,28073528,460932,83855,3259,587,3,10,676,25,2,1,16,6
48514,solo-speed,8,4,4,4,4,4,98,2126,2126,6,ASCENSION,ZEALOT,568,2,323527,338038,310427,12,83438,148452,0.000,40355924,19314448,20719818,412598,74560,2541,470,0,6,498,25,0,1,19,6
48514,solo-health,4,8,4,4,4,4,1,55,0,0,COLLAPSE,PRAGMATIC,0,0,0,125,518,6,1,58,0.011,23032,24902,0,290,165,2,57,0,3,23,1,0,4,10,0
48514,solo-hunting,4,4,8,4,4,4,1,58,0,0,COLLAPSE,PASSIVE,1,0,0,115,452,4,66,51,0.009,24215,26085,0,225,110,4,59,0,0,7,1,0,4,10,0
48514,solo-elements,4,4,4,8,4,4,1,55,0,0,COLLAPSE,ZEALOT,0,0,0,161,406,4,26,47,0.013,20044,21914,0,221,60,3,58,0,0,4,1,0,4,10,0
48514,solo-farming,4,4,4,4,8,4,95,3112,3112,6,ASCENSION,PASSIVE,626,2,530022,412976,408325,0,1433136,110840,0.000,79723282,28547252,50647877,487876,74900,3619,562,0,15,678,24,0,1,19,6
48514,solo-gathering,4,4,4,4,4,8,0,55,0,0,COLLAPSE,NONE,0,0,0,289,530,4,22,37,0.000,16070,17940,0,289,0,2,57,0,0,3,0,0,4,10,0
48514,duo-speed+health,8,8,3,3,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,325,378,8,2,37,0.000,13917,15787,0,325,0,0,55,0,0,4,0,0,4,10,0
48514,duo-speed+hunting,8,3,8,3,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,337,373,7,0,38,0.000,17855,19725,0,337,0,1,56,0,0,4,0,0,4,10,0
48514,duo-speed+elements,8,3,3,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,577,0,5,35,37,0.000,15963,17833,0,577,0,1,56,0,0,3,0,0,4,10,0
48514,duo-speed+farming,8,3,3,3,8,3,100,1937,1937,6,ASCENSION,PRAGMATIC,539,30,223919,323367,307097,5,126953,138045,0.000,45092644,19422244,25448350,405017,81650,2385,503,36,12,956,25,0,2,20,6
48514,duo-speed+gathering,8,3,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,881,0,4,29,33,0.000,14318,16188,0,881,0,1,56,0,0,3,0,0,4,10,0
48514,duo-health+hunting,3,8,8,3,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,173,255,3,26,33,0.000,12204,14074,0,173,0,0,55,0,0,3,0,0,4,10,0
48514,duo-health+elements,3,8,3,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,132,227,3,17,32,0.000,10681,12551,0,132,0,0,55,0,0,3,0,0,4,10,0
48514,duo-health+farming,3,8,3,3,8,3,111,4267,4267,6,ASCENSION,PASSIVE,564,47,707452,471372,423611,3,132864,212346,0.000,90193408,35294640,54193186,545607,74235,5723,1511,402,29,579,28,0,2,21,6
48514,duo-health+gathering,3,8,3,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,194,342,2,13,27,0.000,9391,11261,0,194,0,0,55,0,0,0,0,0,4,10,0
48514,duo-hunting+elements,3,3,8,8,3,3,0,55,0,0,COLLAPSE,NONE,0,0,0,294,0,2,9,30,0.000,12549,14419,0,294,0,0,55,0,0,0,0,0,4,10,0
48514,duo-hunting+farming,3,3,8,3,8,3,93,2197,2197,6,ASCENSION,PASSIVE,555,2,422852,289735,271262,3,26184,143812,0.000,61019289,22496142,38102164,365435,75700,2724,582,0,3,580,24,0,1,19,6
48514,duo-hunting+gathering,3,3,8,3,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,429,0,2,7,26,0.000,10973,12843,0,429,0,0,55,0,0,0,0,0,4,10,0
48514,duo-elements+farming,3,3,3,8,8,3,106,3359,3359,6,ASCENSION,ZEALOT,483,32,550035,353243,365358,1,37967,137810,0.000,76081826,32159299,43374361,424403,71160,4029,725,412,27,806,27,0,2,20,6
48514,duo-elements+gathering,3,3,3,8,3,8,0,55,0,0,COLLAPSE,NONE,0,0,0,329,0,1,5,21,0.000,8241,10111,0,329,0,0,55,0,0,0,0,0,4,10,0
48514,duo-farming+gathering,3,3,3,3,8,8,97,1492,1491,6,ASCENSION,PASSIVE,548,19,281277,335833,326092,9,25472,116906,0.000,47006537,17665980,29061149,412828,76995,1888,452,4,13,745,25,0,1,19,6
56433,naive-even,5,5,5,5,4,4,3,74,0,0,COLLAPSE,AMBITIOUS,10,0,0,218,642,37,46,132,0.025,65071,66941,0,778,560,24,79,0,0,69,1,0,4,10,0
56433,farmer,3,4,3,4,8,3,110,3720,3719,6,ASCENSION,PASSIVE,288,99,543175,377995,443243,7,44741,79318,0.000,90045992,38541884,50962803,422375,44380,4855,1191,322,43,3241,28,0,4,18,6
56433,farm+elements,3,4,3,6,6,3,84,2345,2345,6,ASCENSION,AMBITIOUS,415,23,378430,223039,236368,1,99715,66533,0.000,52874408,23756842,28741004,271039,48000,2688,398,7,8,2128,21,0,3,15,6
